Número;Origen;Nombre del socio a mostrar en la factura;Nota albaran;Referencia;Agente/Nombre;Comercial;Fecha de Factura/Recibo;Líneas de factura/Producto;Líneas de factura/Producto/Nombre;Líneas de factura/Producto/Color;Líneas de factura/Producto/Valores de atributo;Líneas de factura/Producto/Atributos del producto;Líneas de factura/Producto/sku;Líneas de factura/Producto/Código de barras;Líneas de factura/Producto/Código HS;Líneas de factura/Producto/Categoría de producto;Líneas de factura/Producto/Extra Categories;Líneas de factura/Producto/Género;Líneas de factura/Cantidad;Líneas de factura/Precio unitario;Líneas de factura/Subtotal;Contacto;Contacto/Código de cliente;Contacto/ID;Contacto/NIF;Contacto/Nombre del padre;Equipo de ventas
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/BLUE RIVER;46;;IMFFO00627BK/BV46;8434076536422;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/FUXIA;37;;IMFFO00627BK/FX37;8434076383187;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/FUXIA;39;;IMFFO00627BK/FX39;8434076383200;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/LIGHT GREEN;42;;IMFFO00627BK/LG42;8434076371429;;F;FO;M;2;;46,84;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/LIGHT GREEN;43;;IMFFO00627BK/LG43;8434076371436;;F;FO;M;2;;46,84;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/LIGHT GREEN;44;;IMFFO00627BK/LG44;8434076371443;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/ORANGE;41;;IMFFO00627BK/OR41;8434076383361;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/ORANGE;43;;IMFFO00627BK/OR43;8434076383385;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/ORANGE;44;;IMFFO00627BK/OR44;8434076383392;;F;FO;M;2;;46,84;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/RED;38;;IMFFO00627BK/RD38;8434076536453;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/RED;42;;IMFFO00627BK/RD42;8434076536491;;F;FO;M;4;;93,68;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;NILSEN;BLACK/RED;43;;IMFFO00627BK/RD43;8434076536507;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;LORIENT;BROWN;42;;IMFFO00821BR42;8434076285504;;F;BT;M;3;;93,69;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;LORIENT;SMOKE;42;;IMFFO00821SM42;8434076407326;;F;BT;M;2;;62,46;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;LORIENT;SMOKE;43;;IMFFO00821SM43;8434076407333;;F;BT;M;1;;31,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;LORIENT;SMOKE;45;;IMFFO00821SM45;8434076407357;;F;BT;M;1;;31,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;LORIENT;SMOKE;46;;IMFFO00821SM46;8434076407364;;F;BT;M;2;;62,46;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GOUTER;BLUEMOON/SILVER;44;;IMFFO00949BM/SV44;8434076311630;;F;BT;M;1;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GOUTER;SMOKE;42;;IMFFO00949SM42;8434076410616;;F;BT;M;6;;124,92;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GOUTER;SMOKE;43;;IMFFO00949SM43;8434076410623;;F;BT;M;3;;62,46;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GOUTER;SMOKE;44;;IMFFO00949SM44;8434076410630;;F;BT;M;1;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;GOUTER;SMOKE;45;;IMFFO00949SM45;8434076410647;;F;BT;M;2;;41,64;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;HOUNT;DARK GREY/LIGHT GREEN;41;;IMFFO00972DG/LG41;8434076314914;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK;37;;IMFFO00973BK37;8434076541747;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK;38;;IMFFO00973BK38;8434076541754;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK;39;;IMFFO00973BK39;8434076314976;;F;FO;M;2;;46,84;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK;41;;IMFFO00973BK41;8434076314990;;F;FO;M;2;;46,84;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK;42;;IMFFO00973BK42;8434076315003;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK;43;;IMFFO00973BK43;8434076315010;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK/FUXIA;36;;IMFFO00973BK/FX36;8434076541778;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALD;BLACK/FUXIA;39;;IMFFO00973BK/FX39;8434076541808;;F;FO;M;1;;23,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BROMONT;BLUE;39;;IMFFO01159BM39;8434076374970;;F;FO;M;1;;26,03;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BROMONT;BLUE;44;;IMFFO01159BM44;8434076375021;;F;FO;M;1;;26,03;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BLUEMOON/BLUE RIVER;40;;IMFSD01409BM/BV40;8434076497846;;F;SD;M;1;;10,41;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BLUEMOON/BLUE RIVER;41;;IMFSD01409BM/BV41;8434076497853;;F;SD;M;2;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BLUEMOON/BLUE RIVER;42;;IMFSD01409BM/BV42;8434076497860;;F;SD;M;3;;31,23;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BLUEMOON/BLUE RIVER;43;;IMFSD01409BM/BV43;8434076497877;;F;SD;M;2;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BLUEMOON/BLUE RIVER;44;;IMFSD01409BM/BV44;8434076497884;;F;SD;M;2;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BLUEMOON/BLUE RIVER;45;;IMFSD01409BM/BV45;8434076497891;;F;SD;M;2;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BROWN/ORANGE;42;;IMFSD01409BR/OR42;8434076497976;;F;SD;M;2;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BROWN/ORANGE;43;;IMFSD01409BR/OR43;8434076497983;;F;SD;M;5;;52,05;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BROWN/ORANGE;44;;IMFSD01409BR/OR44;8434076497990;;F;SD;M;2;;20,82;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;TYNE;BROWN/ORANGE;46;;IMFSD01409BR/OR46;8434076498010;;F;SD;M;1;;10,41;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ELQUI;LIGHT GREEN/DARK GREY;M;;IMHJA00327LG/DGM;8434076111490;;N;LL;M;1;;14,77;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ELQUI;ROYAL/DARK GREY;S;;IMHJA00327RY/DGS;8434076111667;;N;LL;M;1;;14,77;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CAVOUR;BLACK/RED;M;;IMHJA00767BK/RDM;8434076271026;;H;3L;M;1;;46,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CAVOUR;ROYAL/TURQUOISE;M;;IMHJA00767RY/TQM;8434076271071;;H;3L;M;1;;46,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;BLUEMOON;M;;IMJJA00782BMM;8434076350165;;J;LW;M;2;;37,60;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;BLUEMOON;L;;IMJJA00782BML;8434076350158;;J;LW;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;BLUEMOON;XXL;;IMJJA00782BMXXL;8434076350202;;J;LW;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;DARK GREY;S;;IMJJA00782DGS;8434076274058;;J;LW;M;2;;37,60;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;DARK GREY;L;;IMJJA00782DGL;8434076274034;;J;LW;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;DARK GREY;XL;;IMJJA00782DGXL;8434076274065;;J;LW;M;2;;37,60;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;DARK GREY;XXL;;IMJJA00782DGXXL;8434076274072;;J;LW;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;GREY;L;;IMJJA00782GRL;8434076274089;;J;LW;M;3;;56,40;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;WHITE;S;;IMJJA00782WHS;8434076389301;;J;LW;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;WHITE;M;;IMJJA00782WHM;8434076389295;;J;LW;M;4;;75,20;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;WINE;S;;IMJJA00782WNS;8434076389417;;J;LW;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ALDER;WINE;L;;IMJJA00782WNL;8434076389394;;J;LW;M;2;;37,60;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;HOFS;BLACK;M;;IMJJA01211BKM;8434076396705;;U;L2;M;1;;26,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;HOFS;BLACK;XL;;IMJJA01211BKXL;8434076396729;;U;L2;M;1;;26,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;HOFS;BLUEMOON;S;;IMJJA01211BMS;8434076396798;;U;L2;M;1;;26,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;BLACK/RED;S;;IMJPU00757BK/RDS;8434076268576;;J;HT;M;2;;32,22;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;BLACK/RED;M;;IMJPU00757BK/RDM;8434076268569;;J;HT;M;1;;16,11;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;BLACK/RED;L;;IMJPU00757BK/RDL;8434076268552;;J;HT;M;3;;48,33;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;BLACK/RED;XXL;;IMJPU00757BK/RDXXL;8434076268590;;J;HT;M;1;;16,11;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;RED/BLACK;M;;IMJPU00757RD/BKM;8434076268668;;J;HT;M;5;;80,55;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;RED/BLACK;L;;IMJPU00757RD/BKL;8434076268651;;J;HT;M;3;;48,33;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;RED/BLACK;XL;;IMJPU00757RD/BKXL;8434076268682;;J;HT;M;1;;16,11;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;DUERO;RED/BLACK;XXL;;IMJPU00757RD/BKXXL;8434076268699;;J;HT;M;1;;16,11;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ROYO KIDS;ROYAL;12;;IMLPF00776RY12;8434076273044;;L;PF;M;1;;8,05;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BIASI;STONE;XL;;IMPPA00355STXL;8434076238807;;P;P2;M;1;;17,45;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BIASI;STONE;XXL;;IMPPA00355STXXL;8434076238821;;P;P2;M;1;;17,45;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;BLACK;M;;IMPPA00358BKM;8434076011646;;P;PA;M;2;;48,34;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;BLACK;L;;IMPPA00358BKL;8434076011653;;P;PA;M;3;;72,51;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;BLACK;XL;;IMPPA00358BKXL;8434076011660;;P;PA;M;3;;72,51;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;BLACK;XXL;;IMPPA00358BKXXL;8434076011677;;P;PA;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;BLACK/DARK GREY;M;;IMPPA00358BK/DGM;8434076011721;;P;PA;M;2;;48,34;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;BLACK/DARK GREY;L;;IMPPA00358BK/DGL;8434076011738;;P;PA;M;2;;48,34;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;DARK GREY/BLACK;S;;IMPPA00358DG/BKS;8434076011875;;P;PA;M;2;;48,34;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;DARK GREY/BLACK;L;;IMPPA00358DG/BKL;8434076011899;;P;PA;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;DARK GREY/BLACK;XL;;IMPPA00358DG/BKXL;8434076011905;;P;PA;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;RED/BLACK;M;;IMPPA00358RD/BKM;8434076267456;;P;PA;M;1;;24,17;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CHAMONIX;RED/BLACK;L;;IMPPA00358RD/BKL;8434076267449;;P;PA;M;2;;48,34;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CORUNA;BLACK/DARK GREY;S;;IMPPA00359BK/DGS;8434076097732;;P;PA;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CORUNA;BLACK/DARK GREY;M;;IMPPA00359BK/DGM;8434076097725;;P;PA;M;3;;56,40;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CORUNA;BLACK/DARK GREY;L;;IMPPA00359BK/DGL;8434076097718;;P;PA;M;7;;131,60;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CORUNA;BLACK/DARK GREY;XL;;IMPPA00359BK/DGXL;8434076097749;;P;PA;M;2;;37,60;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CORUNA;BLACK/DARK GREY;3XL;;IMPPA00359BK/DG3XL;8434076097695;;P;PA;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;CORUNA;BLACK/DARK GREY;4XL;;IMPPA00359BK/DG4XL;8434076097701;;P;PA;M;1;;18,80;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;ISASA;BLACK/DARK GREY;XS;;IMPPA00373BK/DGXS;8434076019444;;P;PA;M;1;;13,42;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MALCUS;ORANGE;M;;IMPPA00378ORM;8434076274812;;P;PW;M;1;;21,48;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MALCUS;ORANGE;L;;IMPPA00378ORL;8434076274805;;P;PW;M;1;;21,48;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MELDON;NAVY BLUE;XXL;;IMPPA00379NBXXL;8434076146690;;P;PA;M;1;;17,41;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MELDON;STONE;L;;IMPPA00379STL;8434076146805;;P;PA;M;1;;18,71;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;MELDON;STONE/DARK GREY;XL;;IMPPA00379ST/DGXL;8434076146911;;P;PA;M;1;;17,41;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;SALOR;LIGHT GREEN;XL;;IMPPA00385LGXL;8434076180113;;P;P2;M;2;;34,90;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;SALOR;NAVY BLUE;XL;;IMPPA00385NBXL;8434076180199;;P;P2;M;2;;37,60;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALTIC;BLACK/BLACK;L;;IMPPA00784BK/BKL;8434076371894;;P;PA;M;1;;26,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALTIC;BLACK/BLACK;XXL;;IMPPA00784BK/BKXXL;8434076371948;;P;PA;M;2;;53,70;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALTIC;BLUE RIVER/DARK GREY;S;;IMPPA00784BVS;8434076275123;;P;PA;M;1;;26,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALTIC;BLUE RIVER/DARK GREY;L;;IMPPA00784BVL;8434076275109;;P;PA;M;2;;53,70;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALTIC;BLUE RIVER/DARK GREY;XL;;IMPPA00784BVXL;8434076275130;;P;PA;M;1;;26,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
;;PRIVALIA VENTA DIRECTA SA;689340;;PRIVALIA;;2020-04-20;;BALTIC;RED/BLACK;L;;IMPPA00784RD/BKL;8434076360973;;P;PA;M;1;;26,85;PRIVALIA VENTA DIRECTA SA;43002359;;;;Webs Nacionales
